reward_mean,latency_mean,latency_p95,latency_p05,energy_mean,energy_p05,energy_p95,psnr_mean,psnr_p05,psnr_p95,ymse_mean,ymse_p05,ymse_p95,stall_total,offload_ratio,5G_ratio,4G_ratio,WiGig_ratio,quality_0_ratio,quality_1_ratio,quality_2_ratio,quality_3_ratio,quality_4_ratio,quality_5_ratio,quality_6_ratio,stall_time_mean,stall_time_p05,stall_time_p95,deadline_violation,policy,seed,verbose,num_episodes,num_users,video_id,user_id,device_proc_speed,device_cpu_freq,edge_proc_speed,weights,csv_log,tensorboard,save_model,load_model,elastic,elasticity_parameter,w0,w1,w2
-183.4232644202389,19.07773782262432,46.33129274942371,6.219143094833025,44.63839840603695,17.211365097983997,145.08133664970117,57.90271633183001,57.50763638868555,58.81928655823418,0.10924798005739315,0.09552767085317158,0.11555439914975849,651.7985616144754,0.6944444444444444,0.3055555555555555,0.05555555555555556,0.33333333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,651.7985616144754,446.9095255867396,918.736310860822,1.0,PPO,42,True,20,5,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/elasticity-exp,False,True,False,False,0,0.35,0.85,0.15
-17.733860777260112,4.097570292851351,6.462056296645848,2.5079323114090832,15.421473672929753,12.022042100569058,22.379163821288422,54.3942798603329,53.890061738501586,55.48225619809524,0.2475032229551993,0.2098017613216912,0.26751087370372956,112.51253054264866,1.0,0.3388888888888889,0.0,0.6611111111111112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,112.51253054264866,72.48502250777422,145.49124241440575,1.0,PPO,42,True,2000,5,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/elasticity-exp,False,True,False,False,1,0.35,0.85,0.15
-74.56570656366985,9.16526311422084,13.286862412161899,6.250031891746622,35.92368327009483,28.78633347661638,51.33023866557137,57.90271633183001,57.50763638868555,58.81928655823418,0.10924798005739315,0.09552767085317158,0.11555439914975849,294.94947211195023,0.9944444444444445,0.31111111111111106,0.0,0.6833333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,294.94947211195023,238.24545164599658,339.22204687031115,1.0,PPO,42,True,2000,5,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/elasticity-exp,False,True,False,False,0,0.35,0.85,0.15
12.369484099572125,1.1183276426344062,1.9714397104703878,0.6187735854357745,3.414595031266346,2.1835713377473525,5.59388248087396,49.60100943720073,48.828944508642984,50.986858064362266,0.7814754117420712,0.5823971329074891,0.9071891464505875,11.417172270850163,0.8555555555555555,0.23888888888888887,0.0,0.6166666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.417172270850163,0.7295730470719529,35.88372837152908,0.25,PPO,42,True,2000,5,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/elasticity-exp,False,True,False,False,3,0.35,0.85,0.15
-2.5023826857273828,2.715557965677148,3.617084500406299,1.2199866836943438,7.452166319101865,4.433892909621219,13.995213240902027,51.90434544309515,51.31862860160864,53.043792035072855,0.44473751294855574,0.35747456156496915,0.4930851071789151,62.76008676437732,0.85,0.20555555555555555,0.005555555555555555,0.6388888888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.76008676437732,12.917035956144172,131.1216969616195,0.9111111111111111,PPO,42,True,2000,5,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/elasticity-exp,False,True,False,False,2,0.35,0.85,0.15
14.449542757454747,0.7457183442574091,1.0766282826251883,0.4869972204042088,1.7565364211125343,1.0089739468799999,2.8993071772809857,47.43254266000459,46.439535233106824,49.13656789474954,1.3569457583445863,0.9245194384273937,1.6473158557642074,4.454124964738837,0.32222222222222224,0.06666666666666668,0.0,0.25555555555555554,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.454124964738837,0.47351339176427254,16.254823107191072,0.14444444444444443,PPO,42,True,2000,5,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/elasticity-exp,False,True,False,False,4,0.35,0.85,0.15
14.478033571948284,0.5522750673900729,1.0722977802651372,0.321911875008015,1.5373083580651365,0.8675330769959999,2.905976950077597,45.39043740327936,44.170674530563076,47.38577568930091,2.3728802261450777,1.4529820146506949,3.0128560505026862,2.1835750269848724,0.5666666666666667,0.2888888888888889,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.1835750269848724,0.327867408,7.532374182746515,0.1,PPO,42,True,2000,5,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/elasticity-exp,False,True,False,False,5,0.35,0.85,0.15
14.738277637258912,0.612076699495356,0.9284694050124653,0.4272215331199294,1.3610882706170373,0.7045245941759999,2.9718193221988782,46.16266885951488,43.92631073594394,49.691784379013725,2.195459196303328,0.7454721413056056,3.4299276191847667,2.493350842545687,0.29444444444444445,0.08333333333333334,0.0,0.2111111111111111,0.0,0.0,0.05555555555555556,0.08888888888888888,0.05555555555555556,0.7444444444444446,0.05555555555555556,2.493350842545687,0.5807191010302397,7.937814485531431,0.1111111111111111,PPG,42,True,2000,5,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/elasticity-exp,False,True,False,True,4,0.35,0.85,0.15
13.638381066919385,0.5347566993907514,0.6927946233441296,0.28617093082252804,1.2048284179977586,0.64013338368,1.7168380993205232,43.53862309558608,41.97169948685316,45.80753885842536,4.076435161427872,2.246009560003068,5.473242051033746,2.836625156217815,0.36111111111111116,0.1388888888888889,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.836625156217815,0.20024725206855443,10.447628754569548,0.1111111111111111,PPO,42,True,2000,5,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/elasticity-exp,False,True,False,False,6,0.35,0.85,0.15
-72.61289561124698,8.985822658515751,12.659261374037424,6.118723250331208,35.884469883277156,29.157012769002467,50.18785649693033,57.90271633183001,57.50763638868555,58.81928655823418,0.10924798005739315,0.09552767085317158,0.11555439914975849,288.489615706567,1.0,0.34444444444444444,0.0,0.6555555555555557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,288.489615706567,225.84624286965146,332.6081897764389,1.0,PPG,42,True,2000,5,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/elasticity-exp,False,True,False,False,0,0.35,0.85,0.15
