reward_mean,latency_mean,latency_p95,latency_p05,energy_mean,energy_p05,energy_p95,psnr_mean,psnr_p05,psnr_p95,ymse_mean,ymse_p05,ymse_p95,stall_total,offload_ratio,5G_ratio,4G_ratio,WiGig_ratio,quality_0_ratio,quality_1_ratio,quality_2_ratio,quality_3_ratio,quality_4_ratio,quality_5_ratio,quality_6_ratio,stall_time_mean,stall_time_p05,stall_time_p95,deadline_violation,policy,seed,verbose,num_episodes,num_users,video_id,user_id,device_proc_speed,device_cpu_freq,edge_proc_speed,weights,csv_log,tensorboard,save_model,load_model,w0,w1,w2
16.375636794943812,0.5469377460651499,0.6585126370311888,0.48335854772477066,1.1243037845019441,0.57702886272,2.8366406746112163,48.5976555622128,47.87109770798851,50.193120686755265,0.9282264939779257,0.6393510489000214,1.0665854871273042,0.7099274236193289,0.2638888888888889,0.09722222222222222,0.0,0.16666666666666666,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.7099274236193289,0.67753977413895,0.7423150730997078,0.0,Optimal,42,True,1,2,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/ppg-exp,False,True,False,0.35,0.85,0.15
16.310940803582348,0.32123878759622737,0.4868222853372225,0.24466719726615194,1.3656153521830234,1.0256117456976839,2.1119242065175015,48.14083236697729,47.81930261873518,49.00434099516195,1.016840822585606,0.8662626650598314,1.082431415716807,0.3154259247433334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3154259247433334,0.301460467748661,0.32939138173800586,0.013888888888888888,PPG,42,True,1000,2,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/ppg-exp,False,True,False,0.35,0.85,0.15
16.370121079957286,0.5664618045433955,0.6844706617944512,0.50418099,1.28131980097528,0.5808165004800001,2.8936886793999816,48.696604525615605,47.89615622791776,50.26848374801222,0.9105903559979238,0.629708938466178,1.0628980795542398,0.7315123516193289,0.3055555555555556,0.0,0.0,0.3055555555555556,0.0,0.0,0.0,0.3055555555555556,0.6944444444444444,0.0,0.0,0.7315123516193289,0.69912470213895,0.7639000010997078,0.0,CPPG,42,True,2000,2,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/ppg-exp,False,True,False,0.35,0.85,0.15
14.812477153538653,0.8324214853138069,1.73899821542877,0.5564280017873038,3.3492075233303407,2.3411535515428668,7.139190964276345,49.99102213360692,49.70239226522206,51.16507811493891,0.6618341682852191,0.5249812013573116,0.6985862334569295,0.7315123516193289,1.0,0.013888888888888888,0.0,0.9861111111111112,0.0,0.0,0.013888888888888888,0.9861111111111112,0.0,0.0,0.0,0.7315123516193289,0.69912470213895,0.7639000010997078,0.09722222222222222,EGreedy,42,True,1000,2,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/ppg-exp,False,True,False,0.35,0.85,0.15
14.790158456526068,1.0513741282174565,1.29013848,0.6351127378849077,1.855581153138554,1.27829415168,2.884706525200772,49.96071426867785,49.70239226522206,50.76748209796567,0.6656234834647614,0.5713818165991041,0.6985862334569295,3.8689633600638693,0.3055555555555556,0.0,0.0,0.3055555555555556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.8689633600638693,1.077645101944162,6.660281618183577,0.6944444444444444,PPO,42,True,1000,2,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/ppg-exp,False,True,False,0.35,0.85,0.15
16.477373756619055,0.5733760527254047,0.6949416919039088,0.48339944923375633,1.795413034024471,0.5841121075200001,2.9573513456010563,49.240158161540904,47.94953072940934,50.559822223403785,0.8036965935160874,0.597909848363101,1.048508099241862,0.6848829659445749,0.6111111111111112,0.20370370370370372,0.0,0.40740740740740744,0.0,0.0,0.0,0.601851851851852,0.39814814814814814,0.0,0.0,0.6848829659445749,0.677800623874657,0.6897885195086157,0.0,Optimal,42,True,1,3,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/ppg-exp,False,True,False,0.35,0.85,0.15
16.5151206579719,0.5615684726091317,0.7215799466985311,0.37388038630420173,2.0912968694721448,1.2680085752842656,2.966924447157392,49.44613825745852,48.798664491409916,50.42010062115298,0.7625867569870559,0.6125044468573476,0.8805098861455918,0.5851929550751233,0.7847222222222222,0.3263888888888889,0.0,0.45833333333333337,0.0,0.0,0.0,0.7152777777777778,0.2847222222222222,0.0,0.0,0.5851929550751233,0.3773362334337152,0.6868933968820548,0.0,Optimal,42,True,1,4,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/ppg-exp,False,True,False,0.35,0.85,0.15
16.304076251258053,0.53306128,0.57228714,0.48902292,0.61408659456,0.56335440384,0.65927478528,48.14083236697729,47.81930261873518,49.00434099516195,1.016840822585606,0.8662626650598314,1.082431415716807,0.55844136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.55844136,0.55844136,0.55844136,0.0,PPG,42,True,1000,3,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/ppg-exp,False,True,False,0.35,0.85,0.15
16.297257128728624,0.5209907058704106,0.57228714,0.4031872561026953,0.617050728841848,0.5687769298691268,0.6768397485645755,48.09330525155643,47.60221276208611,48.89155170222396,1.0298088189085255,0.8834086040655772,1.1539069767509187,0.55844136,0.034722222222222224,0.0,0.0,0.034722222222222224,0.0,0.0,0.0,0.0,0.9652777777777778,0.034722222222222224,0.0,0.55844136,0.55844136,0.55844136,0.0,PPG,42,True,1000,4,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/ppg-exp,False,True,False,0.35,0.85,0.15
16.358190830103908,0.48639297329887704,0.6255528428985273,0.4070889299448273,1.006857506264947,0.56363599872,1.7060121753245665,48.35043852385055,47.8507514385194,49.34737478545535,0.9766032612460421,0.7953319638599584,1.0738595532046424,0.5253273564501963,0.35185185185185186,0.0,0.0,0.35185185185185186,0.0,0.0,0.0,0.12037037037037036,0.8703703703703703,0.009259259259259259,0.0,0.5253273564501963,0.33121508608792566,0.6962598243276044,0.0,CPPG,42,True,3000,3,2,0,200000000.0,2400000000.0,12000000000.0,"[0.35, 0.85, 0.15]",/home/b502b586/workspaces/vr-streaming/results/ppg-exp,False,True,False,0.35,0.85,0.15
